ID,Name,Activity,Country,Gender,BirthDate,Issue_Lev1,Issue_Lev2,Call_Category1,Call_Category2,Resolution,Verbatims
1570219,Farrell Rubio,Gold high activity,GB,M,01JAN1986,Account,General Information,Friendly & Courteous,Cost of Service,Resolved: Shared details and information,Prior rep jeff terrible mentionwd im switching carrers  not to concerned  bill too high
1570238,Stanley Justham,Gold high activity,US,M,14MAY1991,Account,Bill Cycle Date,Friendly & Courteous,Process & Efficiency,Resolved: Shared requested information,Great service and nice people keep up the great work
1570835,Annita Economato,Gold high activity,IT,F,12MAY1998,Services Troubleshooting,Make a Payment,Miscellaneous,,Processed Payment,None thanks
1570840,Isabelle Hantzperg,Gold low activity,FR,O,03MAR1951,Plans and Features,DataPro,Miscellaneous,,Resolved: Upgraded plan,Awesome
1571263,Amylyn Herault,Gold high activity,US,,02MAY1976,Equipment,Bill Review,Helpfulness,,Educated - Roaming charges,1
1571874,John Willis,Gold high activity,US,,12MAY2000,Bill,Airtime Charges,Network/Coverage,,Resolved: Shared charges and overages,All was good
1572432,Tamme Trimper,Gold high activity,US,F,01NOV1998,Equipment,Bill Review,Friendly & Courteous,Knowledge & Expertis,Educated - Explanation of bill charges,Cathy was very understanding of our situation and handled it to our complete satisfaction in a professional  courteous manner
1573020,Kelvin Beasley,Gold high activity,US,,28FEB1946,Cancellation,Cannot Send or Receive Data,Cost of Service,,Cancelled Registration,Anymore MTT is horrible  over priced and on the verge of loosing a good customer
1573426,Levette Werne,Gold high activity,US,F,28SEP1981,Equipment,Power / Charging,Friendly & Courteous,,Transfer to technical support,No
1574192,Aileen Acomb,Gold high activity,US,F,08JUN1946,Equipment,Equipment Change: Change IMEI/SIM,Friendly & Courteous,Helpfulness,Resolved: Updated IMEI,The provider was very helpful answer all questions timely manner thank you so much
1575091,Uriah Scheussler,Gold high activity,US,M,18JUL1986,Account,Cancellation and retention,Friendly & Courteous,Process & Efficiency,Cancelled: Cost Voice overage/roaming,My experience with Michael was very good  He listened my problems suggested other options  and did what i wanted him to do
1575156,Jean-Marc Le Monnier,Gold high activity,FR,M,08DEC1996,Equipment,Upgrade Eligibility Check,Network/Coverage,,Educated - Eligible for equipment upgrade,None at this time
1575453,Essey Freitag,Gold high activity,US,M,19JUL1981,Bill and Payments,Bill Review,Helpfulness,Process & Efficiency,Educated - Explanation of bill charges,Everyone is helpful  and good service  I am having budget difficulties
1576216,Bruno Van Theemsche,Gold low activity,BE,M,09APR1966,Pay As You Go (PAYG),PIN Refill,Miscellaneous,,Processed-GTE PIN,Exelente ?
1576244,Veronique Ouahba,Gold high activity,FR,F,14AUG1991,Equipment,Equipment Upgrade,Helpfulness,,Resolved: Shared options available with discount,No thanks
1576773,William Bigelow,Gold high activity,US,M,22FEB1961,Equipment,Equipment Upgrade Orders,Process & Efficiency,,Submitted upgrade equipment order,Customer Service was Excellent
1580632,Timothy Grimyser,Gold low activity,US,M,18SEP1956,Services Troubleshooting,Browser,Network/Coverage,,Educated - How to use,Still can t find the info on line
1581730,Jens Bitsch,Gold high activity,DE,M,28NOV1991,Account,Cancellation and retention,Hold Time,,Retained: Changed rate plan and/or feature,I said I m oky four
1582406,Karin Elsberry,Gold high activity,US,F,,Payments,Make a Payment,Knowledge & Expertise,Repairs/Returns,Processed Payment,When someone is trying to rectify the billing when the fault lies with AT T they should not tell anyone that they understand because they are also a consumer  mo one wants to hear that  Just apologize profusely and fix it as quickl
1582461,Francesca Montaperto,Gold high activity,IT,F,26APR1996,Equipment,Cannot Send MMS Messages,Friendly & Courteous,,Corrected device settings,Everything ok
1583837,Joel Ehreth,Gold low activity,FR,M,11SEP1986,Payments,AutoPay,Miscellaneous,,Resolved: Suspended or de-enrolled service,My call was handled professionally and pleasantly
1584930,Clive Napp,Gold low activity,GB,M,,Pay As You Go (PAYG),Data,Helpfulness,Cost of Service,Educated - Accidental Data with Adjustment,You guys helped me with alot of stuff like when my daughter kept getting on the enternet you guys refunded meh the money thanks
1586554,Lorainne Czaplicki,Gold high activity,US,F,04DEC1996,Equipment,Messaging Unlimited,Miscellaneous,,Resolved: No change/saved plan,It was excellent
1586896,Utz Gottke,Gold high activity,DE,M,14AUG1998,Pay As You Go (PAYG),$65 Unl Calling/Text/Data,Friendly & Courteous,,Educated - Rate Plan options and details,None
1587179,Thomas Jerzak,Gold high activity,US,M,10AUG2000,Bill,Bill Format Explanation,Miscellaneous,,Resolved: Shared bill layout,Melissa Rocks   Over
1587519,Niamh Rao,Gold high activity,US,F,14OCT1981,Equipment,Payment Arrangements,Helpfulness,,Resolved: Made 1 part payment arrangement,None
1588281,Timothy Kelly,Gold high activity,US,M,25JUL1946,Bill and Payments,Cannot Send or Receive Data,Friendly & Courteous,Upgrades/Renewals,Corrected IMEI/SIM,That experience was great   I just don t like MTT s prices and policies in relation to upgrades
1589153,Bibiana Friedl,Gold low activity,AT,F,24OCT1981,Plan and Features,Data Bundles,Miscellaneous,,Educated - How to use,I m always happy with my service
1589760,Richard Firman,Gold low activity,GB,M,13DEC1991,Plans and Features,Nation FamilyTalk,Product Range & Avail,Data,Resolved: Shared plan information,Just think your services are high and the data plan as well  Will look n future to change
1589789,Luke Rodseth,Gold high activity,US,M,28JAN1956,Plans and Features,International Roaming,Cost of Service,Competitor,Resolved: Shared plan information,I don t like that you no longer offer competitive plans for intl roaming
1590090,Jennifer O'Reilly,Gold low activity,US,F,13NOV1998,Equipment,Equipment Upgrade,Knowledge & Expertise,Friendly & Courteous,Resolved: Shared options available with discount,Shayla was very TCOMentive and understanding of my questions   Very sweet and pleasant to talk to   She even helped me with things I didn t know I needed
1590603,Dawson Weir,Gold low activity,GB,M,03JUL1961,Equipment,Wireless Phone Insurance,Repairs/Returns,Repairs/Returns,Resolved: Shared insurance options/eligibility,I was disappointed to find out that I couldn t take insurance out on my phone because I missed the 30 day period deadline by 6 days  I would think their life an exception for such a short time  and also disappointed to find out tha
1591176,Tatum Hanratty,Gold high activity,US,F,09OCT1951,Equipment,Payment Arrangements,Helpfulness,,Educated - Not eligible,Julie hursch from rio grande nj was very helpful
1592758,Christina Hodakozli,Gold low activity,US,F,21SEP1981,Policy Transfer,Incorrect Account Presented,Cost of Service,Payments/Billing,Closed incorrect account: Agent calling for custo,I had TCOM service for at least 6 years  I added dsl at a new address in december  My wirelesss has always been on auto pay  The addition of dsl got bundled with my wireless but somehow that canceled the autopay  The new bill someh
1593291,Sharon Rusting,Gold high activity,GB,F,17JUN1991,Bill,Credit Adjustment,Friendly & Courteous,Process & Efficiency,Completed,She was extremely courtesy and efficient  Give this gal a raise
1593329,Silke Von Holt,Gold low activity,DE,F,14JUL1956,Payments,Payment Arrangements,Tech Support,,Set up Payment Arrangement,The automated system was not working  Karen accepted my payment
1593618,Jean-Luc Hellmann,Gold low activity,FR,M,10DEC1986,Account,LuvFone Activation,Product Range & Avail,,Transfer to LuvFone Customer CARE Rep,I don t have any comments
1595238,Saw-Cheng Care,Gold low activity,AU,F,,Services Troubleshooting,Schedule Payment(s),Friendly & Courteous,Knowledge & Expertis,Scheduled Payment(s),Very understanding and polite rep
1595942,Patrizio Montauto,Gold low activity,IT,M,22JUN1991,Bill and Payments,International Long Distance Charges,Friendly & Courteous,,Educated - International long distance and applie,Every thing was Great       What a mighty God
1596265,J.M.J. Schröder,Gold low activity,NL,F,04JUN1998,Services Troubleshooting,Cannot make or receive calls (TG),Helpfulness,,SIM replacement sent,Josh Bacon at the store was VERY helpful
1596312,Mattha Clayton,Gold low activity,US,M,12APR1971,Services Troubleshooting,Activation New,Helpfulness,Knowledge & Expertis,Resolved: Shared activation information,Janet answered all of my questions and was very helpful
1598287,Alan Halpenny,Gold high activity,GB,M,25SEP1946,Plans and Features,Mobile Share Unlimited Talk and Text,Helpfulness,Process & Efficiency,Resolved: Shared plan information,Great experience very helpful
1598350,Brian Ardill,Gold low activity,AU,M,25MAY1946,Technical or Troubleshooting,Visual Voicemail Issue,Miscellaneous,,Reset password,Had problems retrieving voicemail
1599695,Anna Kißling,Gold high activity,DE,,03MAR1986,Call Disconnected,Call Disconnected,Network/Coverage,,Caller Intentionally Disconnected Call,After receiving a replacement phone the TCOM store transferd my contact and they are a total mess calle for more info
1600836,Peter Beddingfield,Gold low activity,US,M,,Payments,Payment Arrangements,Miscellaneous,,Resolved: Made 2 part payment arrangement,Very good experience
1601024,Anita Bodsworth,Gold high activity,GB,F,27DEC1981,Bill and Payments,Bill Review,Miscellaneous,,Educated - Explanation of bill charges,Overall very satisfied thanks
1601563,Faustin Rutherford,Gold low activity,FR,M,,Account,myGTE Usage,Data,,Resolved: Shared how to use,Whenever I text  3282  to get my data usage  It does not give it anymore  It only lists text used  I need to know why it was working just fine and now it s not
1601622,Heather Langmaid,Gold low activity,US,F,22JAN1986,Bill and Payments,Bill Review,Friendly & Courteous,,Educated - Explanation of bill charges,None
1602533,Burt Simmons,Gold low activity,US,M,14JAN1986,Equipment,Prorated charges,Friendly & Courteous,,Resolved: Issued adjustment/ no plan change,My rep was fantastic
1603536,Sam Britton,Gold high activity,ZA,F,,Bill and Payments,Process a Payment,Helpfulness,Knowledge & Expertis,Payment declined - Self service and representativ,Very helpful and professional
1603751,Resad Hammonds,Gold low activity,US,M,05OCT1946,Pay As You Go (PAYG),Prepaid activation,Cost of Service,,Activated  wireless number,Its good I dont get no free time
1603789,Linda Martin,Gold low activity,US,F,28APR2000,Plans and Features,DataPro,Friendly & Courteous,Knowledge & Expertis,Resolved: Upgraded plan,The rep I had was great  Polite  friendly  fast AND she fixed my issues  She was perfect
1604166,Cedric Juanco,Gold high activity,ES,M,,Plan and Features,Other - Data Feature,Helpfulness,,Removed feature(s) and advised of proration,Very helpful
1604238,Ashlon Choudhury,Gold high activity,US,M,09OCT1996,Equipment,Device Unlock Code Request,Network/Coverage,,Cannot provide unlock code,It was good
1605550,Charles Barnhill,Gold high activity,US,M,15MAY1961,Pay As You Go (PAYG),Account Balance and Details,Network/Coverage,,Educated - Current Rate Plan expiration date,I am still not   certain that he really comprehended the error of the Radio Shack employee  I plan to go to an MTT facility to  verify
1606251,Patrick Woodrow,Gold high activity,GB,,05OCT2000,Payments,Payment Arrangements,Product Range & Avail,Warranty/Insurance,Resolved: Made 1 part payment arrangement,After 10 years with MTT im about ready to change to another service  because 2 months ago i upgraded to the HTC one x  and it malfunction    you all wouldst warranty the phone because your little sucker said it got wet    that phon
1606385,Guy Faure,Gold low activity,FR,,09SEP1991,Cancellation,Cancellation,Helpfulness,,Transfer to Save Team - IRU,1  My problem hasn t been resolved for the last 9 months  2  Every call to MTT takes an hour 3  We got disconnected yesterday and no one called me back
1607424,Lacy Bunch,Gold low activity,US,M,08APR1981,Services Troubleshooting,Equipment Upgrade,Loyalty,,Educate - Upgrade Eligibility,I ve been a customer for a long time   I m very happy with the service you provide
1607677,Ying Wieleba,Gold low activity,US,F,22MAY1986,Plans and Features,DataPlus,Cost of Service,Friendly & Courteous,Resolved: Downgraded plan,"My experience talking to the rep was fine.  I'm very unhappy that I'm paying full cost for my land line that I use only as a communicator for my heart monitor.  Since I use it only for my disability monitoring, not for any other co"
1607753,Maria Angels Martínez Rafael,Gold high activity,ES,F,22MAR1976,Payments,Make a Payment,Network/Coverage,,Resolved: Processed payment/ waived fee,Excelente
1608059,Anne Sommer,Gold high activity,US,F,,Bill and Payments,Airtime Usage,Friendly & Courteous,Knowledge & Expertis,Educated - Charges and overages,Virginia took care of request to replace phone   extending contract with no problem   professional  warm and friendly
1608203,Christopher Barker,Gold low activity,US,M,22NOV1986,Bill,Credit Adjustment,Helpfulness,Process & Efficiency,Completed,My experience was very great every time I call they help me with everything I need
1608243,Todd Everett,Gold high activity,US,M,08MAY1998,Services Troubleshooting,Payment Arrangements,Helpfulness,Process & Efficiency,Set up Payment Arrangement,Ranisha was extremely helpful  very efficient and was very upbeat  She seems to really enjoy her job
1609653,M.P. Kloprogge,Gold low activity,NL,,06OCT1981,Account,Activation Upgrade,Friendly & Courteous,,Resolved: Completed activation,All good
1610622,Liz Oram,Gold low activity,GB,,21AUG1981,Equipment,Black Screen,Friendly & Courteous,,Resolved: Completed warranty replacement by mail,5
1611585,Adriana Brüne,Gold high activity,DE,F,22DEC1971,Account Level,Retail Authorized User,Network/Coverage,,Added retail authorized user,None   all good    =0
1611826,Luciano Perri,Gold high activity,IT,M,28JUN1986,Pay As You Go (PAYG),$2 Daily UTT Plan,Helpfulness,,Changed rate plan to $2/day Plan,Ok
1612106,Montse Romanos,Gold low activity,ES,,16JAN1998,Bill and Payments,Payment Arrangements,Miscellaneous,,Made payment arrangements,Always satisfied
1612465,Daniel Salazar Cabezas,Gold high activity,ES,M,21OCT1961,Services Troubleshooting,myGTE Usage,Friendly & Courteous,,Resolved: Shared how to use,The rep had alot of patients
1613114,Aidene Monk,Gold low activity,US,,01OCT1956,Bill and Payments,Payment Arrangements,Friendly & Courteous,,Made payment arrangements,Ana was a pleasure to speak with and very friendly
1613402,Marc S. Kneer,Gold high activity,DE,M,15APR1998,Plan and Features,Data Bundles,Miscellaneous,,Educated - How to use,I have almost always had very good experiences with MTT customer services   Whitney was one of the best
1616010,Lelon Frechette,Gold high activity,US,M,22JUN1946,Account,Transfer of Billing Responsibility,Miscellaneous,,Transferred to Transfer of Billing Resp (ToBR),It was just a very lengthy call for what I needed done  I would ave hoped for a speedier resolution
1616500,Marco Adelino Reis,Gold high activity,PT,F,14DEC1981,Plan and Features,Insurance,Friendly & Courteous,Warranty/Insurance,Transfer to Asurion Wireless Phone Insurance,The first person i talked to needs to learn how to do and understand his job and how can people afford to pay more then the deductable for the insurance that we already pay 6.00 and something thank god it was under warranty otherwi
1616543,Heeger Jansen,Gold low activity,DE,M,01MAR1981,Plans and Features,DataPlus,Knowledge & Expertise,,Resolved: Downgraded plan,Dustin was someone that I  could understand and that helps a lot
1617725,Jantrice Hynes,Gold low activity,US,F,,Caller Not Present,Caller Not Present,Helpfulness,Upgrades/Renewals,Completed Interaction and Call Ended,Yes I had a question about my up grad and adding a new phone line very helpful
1617978,Robert Banerjee,Gold high activity,GB,F,08JAN1986,Account,Suspend for Lost Equipment,Helpfulness,Knowledge & Expertis,Resolved: Suspended service,"Orale pues lloestoy muycotento por , tener elservisio pormuchos allos muyvien atendido por loserviso os y gasias"
1618704,Bill Freischläger,Gold low activity,DE,M,23AUG1956,Payments,Make a Payment,Network/Coverage,,Will Use Self Service Options (PAF),Muy orgullosa de tener  sus servicios
1619309,Fulton Wray-Holt,Gold low activity,US,,27MAR1991,Bill and Payments,Cannot Send or Receive Data,Helpfulness,Knowledge & Expertis,Corrected device settings,Angela resolved Internet connection by patiently walking me thru the process  She handled my questions professionally and gave me understandable information  Thank you
1619554,Annette Piehler,Gold high activity,DE,F,15NOV1986,Equipment,Equipment Shopping,Network/Coverage,,Directed to store location,Ok at this time
1619641,Helmut Dolejsky,Gold low activity,DE,M,19JAN1946,Plans and Features,Road Side Assistance,Friendly & Courteous,Process & Efficiency,Resolved: Removed feature,I  really like the customer service   Fast and friendly
1620322,Hikaru Storr,Gold high activity,US,M,21APR1991,Equipment,Visual Voicemail (TG),Network/Coverage,,Please Specify,Later  going   to  lunch
1622125,Loi Curmon,Gold high activity,US,,24JUN1996,Pay As You Go (PAYG),Credit Card/Debit Card/eCheck,Friendly & Courteous,,Added $25 payment and educated balance and self s,1
1628151,Frank Lawerenz,Gold high activity,DE,M,14NOV1976,Bill and Payments,AutoPay Enrollment,Network/Coverage,Competitor,Processed 1 time payment and set up AutoPay,I would not recommend MTT because my friends with Verizon service always have service when I don t which is pretty often  I even have trouble with my service in my home which I did not used to have a problem at home  my neighbors h
1628955,Jasmin Bernatzki,Gold low activity,DE,F,23JAN1976,Services Troubleshooting,Payment Arrangements,Helpfulness,,Set up Payment Arrangement,Ok
1629012,Harold Gouge,Gold low activity,US,M,23AUG1946,Pay As You Go (PAYG),Simple Plan,Miscellaneous,,Changed rate plan to $.10/min Simple Plan,Ok thanks
1629758,Philip Garwood,Gold high activity,GB,,16APR1951,Bill,Credit Adjustment,Network/Coverage,,Completed,Ab
1630039,Amy Hykes,Gold low activity,US,F,20OCT1991,Plan and Features,Insurance,Knowledge & Expertise,,Removed feature(s) and advised of proration,Spoke fluent English and understood my questions not much hold time
1630463,Koron Jeyarajah,Gold low activity,US,M,13OCT1971,Equipment,Device Unlock Code Request,Network/Coverage,Competitor,Cannot provide unlock code,I'm not too fond of MTT right now. I do not like your advertised 3G-4G network it is absolutely  compared to the New  tmobile network for iPhones
1630656,Blendia Palmer,Gold high activity,US,,24APR1996,Payments,Payment Arrangements,Helpfulness,,Resolved: Made 1 part payment arrangement,10
1632272,Valene Blevins,Gold high activity,US,F,09SEP1981,Equipment,Music & Other Info,Helpfulness,Answer Time/Wait tim,Resolved: Shared how to use,I didn t have to wait that long for a rep which made it quick and helpful
1633280,Pilar Alcolea López,Gold high activity,ES,F,27JAN1981,Pay As You Go (PAYG),SIM Lock,Miscellaneous,,Educated SIM unlock,Creen is frezing up wont let  me push all buttins
1633895,William Nordlie,Gold low activity,US,M,,Bill and Payments,International Data Charges,Upgrades/Renewals,,Educated - International data roaming and applied,You guys should improve the upgrade status  Too many restrictions and looming extension dates
1633979,Daniel Heuberger,Gold high activity,DE,M,18JAN1991,Bill and Payments,Contract Information,Network/Coverage,Cost of Service,Educated - Contract end dates and advised of curr,I was just calling to see what it would cost me to cancel my service   Because I m moving to Chicago and I get bad coverage there
1635036,Michael Gutmann,Gold low activity,DE,M,,Cancellation,Mobile Content or Charges,Loyalty,Upgrades/Renewals,Add parental controls and applied refund,When we ask for something to be cancelled over a year ago we expect it to be cancelled not auto renewed at the beginning of the next year  If we wanted the MTT navigator we would have called to receive it again
1636680,H.H.J. Braam,Gold low activity,NL,M,23FEB1971,Plans and Features,International Long Distance,Miscellaneous,,Resolved: Added plan,Every thing very excellent
1637503,Irene Lalaque,Gold low activity,IT,F,28NOV1981,Bill,Bill reprints,Network/Coverage,,Resolved: Shared self service options,U
1638482,Anja Grether,Gold high activity,DE,F,09MAR1951,Account,Verify Account Status,Cost of Service,,Educate Customer - Account Status,The rates are too high  1
1638776,Anne Katrin Niehoff,Gold low activity,DE,,18FEB1996,Payments,Payment Arrangements,Friendly & Courteous,,Set up Payment Arrangement,10
1638951,Ralph Masing,Gold low activity,DE,M,25MAY1971,Bill,Customer Check Balance,Cost of Service,Product Range & Avai,Advise Customer of Balance,Service  for what I pay every month this account needs to be credit or let me out of contract cause half the time this phone won t work
1638964,Danice Davis,Gold high activity,US,F,08DEC1976,Services Troubleshooting,Cannot make or receive calls (TG),Product Range & Avail,Process & Efficiency,Resolved: Re-registered device,Not too happy right now that I have to take time and go to an MTT store to get a replacement SIM card for my iphone5 which hasn't worked consistently since the day I bought it.
1639569,Stefan Harych,Gold high activity,DE,M,04AUG1976,Services Troubleshooting,Nation Individual,Helpfulness,,Resolved: Upgraded plan,None
1640628,Sandra Yonce,Gold low activity,US,F,08OCT1998,Bill and Payments,Upgrade Eligibility Check,Friendly & Courteous,Knowledge & Expertis,Educated - Not eligible for equipment upgrade,called twice fistt call rep was very rude explaining her answer to my request so i hung up  2nd call were disconnected  i never called back
1641910,Rogerio Lam,Gold low activity,MZ,M,,Services Troubleshooting,Schedule a Payment,Miscellaneous,,Resolved: Scheduled payment,Very pleased
1642230,Abdelhadi Billault,Gold low activity,FR,M,,Services Troubleshooting,Balance Dispute,Knowledge & Expertise,,Transferred to Customer Care,Very understanding of my dilemma and proposed a rational solution
1642911,Lidia Schütte,Gold high activity,DE,F,01JUN1961,Plans and Features,Nation FamilyTalk,Helpfulness,,Resolved: Moved to FT plan,None
1643704,Anja Leib,Gold low activity,DE,F,19JUL1951,Account,Passcode,Friendly & Courteous,Helpfulness,Resolved: Shared requested information,La profesiolalidad y la calidad del buen servicio de Jorge .  Gracias Jorge  .  MTTe :  Dr Carlos M  .  Ovalle DDS .
1645442,Janet Schifano,Gold low activity,US,F,10AUG1951,Services Troubleshooting,Nation FamilyTalk,Network/Coverage,,Resolved: Upgraded plan,Had to call 2x due to lost  call
1646393,Ikie Krueger,Gold high activity,US,M,02APR2000,TV/Data/Voice Sales and Service,DigiTV-Bill Inquiry,Miscellaneous,,Transfer to DigiTV/DSL/Wired - Care/Billing,Definitely will stick with MTT thank you
1647386,Adrienne Mccarron,Gold low activity,GB,F,10JUN1951,Plan and Features,Other - Data Feature,Network/Coverage,,Educated - How to use,Satisfied
1648158,T.W.A Kuijpers,Gold high activity,NL,F,07NOV1991,Equipment,Device Powers Off,Upgrades/Renewals,Cost of Service,Resolved: Completed warranty replacement by mail,I purchased new phones a few months ago and have been a loyal customer for years I have three lines .. the gentleman selling us the phones sais I could use the upgrade on my other line towards my phone. I told him in Jan we were sh
1648230,Francoise Hanibeche,Gold high activity,FR,F,07MAR1991,Plans and Features,Nation FamilyTalk,Friendly & Courteous,Knowledge & Expertis,Resolved: Downgraded plan,"I spoke to a CSR, Angela on 1/22. We switched all phone lines to the Family Talk Nation 700 effective billing cycle 1/14. When I spoke to Paul on 2/14, there were notes made on our account, but the order wasn't put in for the plan"
1648932,Rafael Fuertes,Gold high activity,ES,M,16AUG1996,Pay As You Go (PAYG),Prepaid activation,Loyalty,Process & Efficiency,Activated  wireless number,My experience was ok and I would definetly recommend friends and family to choose TCOM
1649360,Gus Bondarenko,Gold high activity,US,M,10MAY1996,Account,Cancellation and retention,Network/Coverage,,Cancelled: Billing error/Issue,One
1649994,John Schoyerer,Gold high activity,US,M,20DEC1976,Payments,Payment Arrangements,Network/Coverage,,Resolved: Made 2 part payment arrangement,I meant to text excellent to all of the survey and the last question is a 1   Pls  Correct the errors
1651241,Rolland Viard,Gold high activity,FR,M,09NOV1956,Equipment,Email & Messaging,Friendly & Courteous,Product Range & Avai,Resolved: Shared how to use,The only treason I won t recommended people to MTT is because y all r somewhat expensive and my iPhone 4 can t so everything I would like it to do
1652140,Lisa Smith,Gold low activity,US,F,17SEP1986,Bill and Payments,Bill Review,Helpfulness,,Educated - Explanation of bill charges,They helped me in every way they could  Thank you
1652750,Paul Obcemea,Gold high activity,US,M,17AUG1961,Bill and Payments,Bill Review,Friendly & Courteous,Helpfulness,Educated - Explanation of bill charges,I had to call  Blot and got a hold of a few people that didn t care to help wish I would have got there names but when I called the last time got a hold of jennifer and she did a great job thanks jennifer
1652752,Parviz Latta,Gold low activity,US,,16OCT1961,Equipment,Payment Arrangements,Helpfulness,,Educated - Payment arrangement due date,10
1653028,Philippe Florentin,Gold high activity,FR,M,23JUN1998,Equipment,Contract Information,Process & Efficiency,,Resolved: Shared contract details,So far my experience has been satisfactory
1655081,Karl Thieme,Gold low activity,US,M,,Subscriber Maintenance,IMEI and SIM Change,Miscellaneous,,Changed IMEI and SIM card,Very well
1656159,Sylvia Dannehl,Gold high activity,AT,F,,Equipment,Device Powers Off,Cost of Service,Friendly & Courteous,Resolved: Shared warranty exchange process,Well I wasted money buy puttin minutes on fone I couldn t use fone it b nice if I had a refund on minutes considering my fone wus messd up
1656398,Jean Zumwalt,Gold high activity,US,,11OCT2000,Equipment,Equipment Upgrade Orders,Miscellaneous,,Submitted upgrade equipment override order,All is good
1656795,Angela Virtue,Gold low activity,US,,26APR1981,Equipment,Upgrade Eligibility Check,Network/Coverage,,Educated - Not eligible for equipment upgrade,5 call me 330 793-5222
1658460,Marie Astner,Gold low activity,SE,F,07FEB1998,Equipment,Credit Adjustment,Network/Coverage,,Completed,She saw where the problem was and took control and solve it
1659461,Axelle Magotteaux,Gold low activity,BE,F,06SEP1946,Pay As You Go (PAYG),Account Balance and Details,Friendly & Courteous,Competitor,Educated - Usage charges,It was nice to speak to someone who spoke clear English
1659810,Silvia Chrubasik,Gold high activity,DE,F,01FEB1951,Equipment,Device Unlock Request- iPhone,Miscellaneous,,Cannot provide unlock code,Good
1660030,Wolfgang Blattmann,Gold high activity,DE,M,23JAN2000,Equipment,Equipment Settings,Miscellaneous,,Resolved: Shared how to use,It was quick easy simple thanks Allycat
1661335,Johanna Colvard,Gold high activity,US,F,07MAR1951,Bill and Payments,Bill Review,Network/Coverage,,Educated - Explanation of bill charges,Not liking the fact that i have to go back and forth with my issue
1662445,Javier Martín González,Gold low activity,ES,,24FEB2000,Equipment,Device Unlock Request- iPhone,Network/Coverage,,Resolved: Released unlock code,All great
1663038,James Beaver,Gold low activity,US,M,03AUG1971,Equipment,Payment Arrangements,Network/Coverage,,Resolved: Made 2 part payment arrangement,She was wonderful
1663494,Mia Pajunen,Gold low activity,FI,F,03SEP1998,Call Disconnected,Call Disconnected,Miscellaneous,,Caller Intentionally Disconnected Call,Thats it
1664082,Franz-Rudolf Krauss,Gold low activity,DE,M,04OCT1966,Pay As You Go (PAYG),$50 Unl Calling/Text/Data,Friendly & Courteous,,Changed to $50 Unl Calling/Text/Data Rate Plan,It was great and faster than i anticipated  Just wish my internet could work on my non MTT phone  Thanks
1665166,Brian Onvural,Gold high activity,US,M,08APR1976,Bill and Payments,Data Usage Inquiry,Friendly & Courteous,,Educated - Applied adjustment,The representative was very courteous
1665625,Richard Mcinnis,Gold low activity,US,M,22MAR1981,Equipment,Software Issue,Helpfulness,Knowledge & Expertis,Resolved: Shared how to use,Overall I ve been unhappy with MTT  but Charlene did a perfect job  I had called previously and the agent I spoke with did a decent job but her information was incomplete  I was unable to solve my problem without calling back  Char
1665988,Martin Parke,Gold low activity,GB,M,12JUN1966,Services Troubleshooting,Payment Arrangements,Friendly & Courteous,Helpfulness,Set up Payment Arrangement,MTCOMhew was very courteous  helpful
1666305,Antonio Bes Palacios,Gold high activity,ES,M,14JUN1976,Bill,3rd Party Charges,Miscellaneous,,Resolved: Shared charges,I have nothing else to say
1666483,Garet Tran,Gold low activity,US,O,22OCT2000,Equipment,Equipment Synchronization,Helpfulness,Product Range & Avai,Resolved: Shared how to use,Better instruction in the print material that comes with the device would help at lot
1666721,Sarah Hammie,Gold high activity,US,F,18FEB1971,Bill,Bill Format Explanation,Product Range & Avail,,Resolved: Shared bill layout,Great services i love it
1666882,Stephens Dwulet,Gold high activity,US,,23DEC1986,Bill,One Time Charge: Other,Friendly & Courteous,,Resolved: Educated fee or charges/ issued adjustm,7
1667259,Stephen Tessler,Gold high activity,US,M,08JAN1981,Services Troubleshooting,International Roaming,Product Range & Avail,,Resolved: Upgraded plan,Hard to navigate through computer operator choices and get a person on the line
1667322,Alexandra Folke,Gold high activity,DE,F,11MAR1951,Account,Cancellation and retention,Helpfulness,,Transfer to Customer Relations - Consumer,Fue muy buena la atencion que recibi
1668114,Robert Genova,Gold low activity,US,M,11OCT2000,Bill,Credit Adjustment,Repairs/Returns,Cost of Service,Completed,I didnt like that i could not just go to any store to have them fix my account
1669086,Sadie Marston,Gold high activity,US,F,03MAY2000,Plans and Features,International Long Distance,Friendly & Courteous,,Resolved: Upgraded plan,Nick was Great
1669538,Petra Kühn,Gold high activity,DE,F,28AUG1996,Cancellation,Make a Payment,Upgrades/Renewals,,Resolved: Processed payment/ waived fee,Not much I just feel I was screwed out of my upgrade I was suppose to get in October
1669886,Gill Perryman,Gold high activity,GB,F,18OCT1976,Equipment,Order Status and Follow-up,Network/Coverage,,Resolved: Provided order status,I don't had my phones yet . Order on 2/16/13. Over night delivery
1671392,Annett Tyson,Gold low activity,US,F,22APR1951,Account,Cancellation and retention,Helpfulness,,Retained: Explained ETF/does not wish to pay,Had atand t for 8 years never had a problem
1671686,Dale Clancy,Gold high activity,US,M,24SEP1946,Bill and Payments,Equipment Upgrade Fee,Helpfulness,Process & Efficiency,Educated - Equipment upgrade fee and applied adju,Kari was very helpful and efficient
